Farm_ID,Soil_pH,Soil_Moisture,Temperature_C,Rainfall_mm,Crop_Type,Fertilizer_Usage_kg,Pesticide_Usage_kg,Crop_Yield_ton,Sustainability_Score
3833,7.35,24.81,34.92,80.69,Soybean,190.13,18.74,5.959338889751509,8.7
3834,7.15,10.34,15.59,299.26,Rice,158.83,4.79,9.424964241062131,15.98
3835,6.13,36.86,26.9,107.76,Rice,54.74,2.79,7.965857368371981,87.35
3836,7.0,19.5,20.05,159.59,Rice,99.78,5.1,5.100624828357251,15.68
3837,6.15,38.49,29.99,290.62,Rice,172.03,12.03,5.540648361103284,26.86
3838,5.7,13.39,31.47,247.11,Wheat,80.78,10.44,4.693775795595476,71.0
3839,6.19,13.8,15.08,167.26,Rice,69.31,17.25,2.724880755070905,25.53
3840,6.49,18.8,29.13,286.71,Corn,91.89,10.03,5.130484690996351,67.07
3841,6.09,48.59,33.55,240.7,Rice,164.56,14.89,7.4527135037541505,38.26
3842,5.54,26.19,28.36,242.31,Rice,139.57,6.85,1.5365190341598058,46.03
3843,6.53,35.42,16.8,156.26,Wheat,175.08,19.85,9.581151502390629,92.06
3844,7.41,30.61,15.65,204.0,Corn,129.97,10.25,6.8541127357150975,52.95
3845,5.94,12.35,33.74,181.21,Soybean,99.33,13.28,6.587854838628749,81.06
3846,6.51,15.07,22.05,128.33,Wheat,126.28,4.74,4.997527616013455,75.9
3847,6.77,36.43,18.69,141.88,Soybean,67.96,16.46,8.52473284070373,31.65
3848,5.8,41.17,26.98,52.36,Corn,193.43,12.15,2.8931289228644674,69.93
3849,6.04,22.37,15.06,277.4,Soybean,158.31,10.93,9.826427627194184,29.02
3850,6.41,10.58,15.8,238.25,Corn,95.8,10.58,2.12627221105906,77.28
3851,7.26,20.85,20.77,180.76,Rice,179.1,6.22,1.1382202837972528,94.86
3852,6.92,42.67,21.37,78.03,Rice,75.88,11.28,3.539892442806537,84.49
3853,7.07,24.16,27.87,102.27,Wheat,151.07,11.86,9.490858502631632,90.81
3854,6.86,18.82,30.22,263.89,Corn,95.53,15.23,7.9743484410774865,86.42
3855,6.56,46.83,34.56,103.5,Rice,175.76,2.01,6.516258848994303,72.38
3856,6.52,11.06,23.25,279.63,Corn,109.45,2.05,9.420520946250573,18.73
3857,6.48,38.11,17.64,256.84,Rice,180.06,16.92,8.500434901758126,45.82
3858,7.24,28.26,22.5,240.78,Corn,168.37,1.23,5.887980508309032,24.5
3859,5.98,39.42,20.47,243.47,Rice,146.87,3.66,7.006061598967477,8.02
3860,7.34,42.15,29.94,128.08,Soybean,154.36,1.9,5.97087090463164,0.6
3861,6.6,22.64,28.9,56.57,Wheat,134.12,15.19,7.718293090279216,92.65
3862,6.17,20.99,25.32,289.29,Soybean,150.98,13.2,3.153943203109362,5.36
3863,6.43,12.69,27.28,260.31,Wheat,119.44,13.47,4.889975299715133,10.63
3864,6.34,19.67,21.32,205.31,Rice,107.81,19.2,2.785597756654617,24.92
3865,6.54,32.3,27.02,72.59,Soybean,142.3,18.72,6.7360328519237,25.99
3866,5.78,14.83,17.19,261.63,Wheat,154.47,11.57,5.122587684644849,75.17
3867,5.87,48.64,26.95,210.85,Corn,141.39,7.71,4.714685654857177,72.56
3868,7.48,36.85,19.17,110.1,Corn,101.15,6.44,1.0947307872264171,55.84
3869,5.97,37.77,29.37,75.81,Soybean,76.73,9.54,1.852250364773703,7.55
3870,6.42,32.81,20.31,83.98,Corn,191.96,9.44,1.1945521418879046,47.08
3871,7.1,43.9,24.55,216.86,Corn,61.7,3.26,4.724498051458849,99.47
3872,6.95,23.04,21.12,260.54,Corn,125.1,4.9,6.01771328483876,17.83
3873,7.16,24.73,19.93,146.41,Soybean,76.88,12.26,6.1532210696489695,59.84
3874,7.44,40.88,22.66,198.8,Soybean,153.97,19.16,2.112191970284964,39.45
3875,6.35,45.61,18.94,133.53,Wheat,138.73,5.49,7.856388689361406,53.22
3876,5.88,30.17,25.52,245.03,Corn,144.23,9.26,2.8832918607970424,64.6
3877,6.83,42.53,26.17,202.57,Corn,95.72,12.37,2.7907574009902314,10.74
3878,6.24,39.39,30.51,182.08,Corn,90.97,15.03,1.1699165628592012,60.99
3879,7.27,33.54,34.14,269.91,Wheat,115.82,1.61,1.3233295155192917,84.49
3880,6.15,37.9,18.82,114.24,Wheat,141.02,13.11,9.659095721039884,16.79
3881,6.41,11.73,22.05,296.04,Wheat,148.04,11.18,8.18142314418539,86.11
3882,6.06,34.29,33.48,166.13,Corn,63.93,15.88,3.988148451177856,17.37
3883,7.1,38.55,18.32,126.47,Corn,75.37,15.44,7.852623554084309,9.12
3884,6.94,17.43,30.09,295.81,Rice,171.64,12.8,5.869847054708336,10.36
3885,6.52,31.01,27.68,218.78,Wheat,54.34,1.29,9.798802626372831,37.3
3886,5.91,32.44,20.49,273.57,Soybean,119.62,11.15,9.259716988285728,38.92
3887,5.82,46.71,18.88,157.46,Soybean,155.62,9.44,5.536427208885524,13.82
3888,6.55,22.55,34.98,257.63,Corn,132.93,3.07,2.086040433277824,96.79
3889,5.79,32.67,26.32,272.34,Wheat,53.54,11.92,7.728703988947171,98.21
3890,6.65,46.55,23.98,159.04,Rice,107.21,17.06,7.730701042854357,64.92
3891,7.37,49.43,24.2,186.72,Wheat,114.35,8.84,8.617675769697051,16.81
3892,6.32,42.41,31.24,126.57,Corn,100.11,3.81,6.72026939509667,0.33
3893,6.04,38.66,24.56,113.7,Soybean,186.89,14.4,3.7312567803691503,49.7
3894,7.39,22.83,26.91,175.39,Soybean,101.7,9.59,6.1889904256105055,45.83
3895,5.92,46.92,30.05,285.18,Rice,169.09,18.05,4.600852900491343,61.69
3896,6.16,34.61,27.31,232.98,Wheat,115.01,9.16,9.998343065447104,23.97
3897,5.64,39.12,21.69,168.41,Corn,77.38,11.82,5.05776887964356,85.13
3898,6.72,42.99,22.35,188.56,Corn,75.2,12.64,4.824864468450954,78.63
3899,6.53,15.75,28.32,138.67,Soybean,140.27,14.57,3.652802901645488,37.24
3900,7.42,27.17,24.09,194.68,Corn,106.99,2.71,1.169060195489645,50.73
3901,6.33,20.84,24.24,73.32,Corn,115.54,18.75,7.123990237380346,66.23
3902,7.04,48.0,17.3,105.89,Corn,198.21,19.53,7.4962241920265615,18.27
3903,6.52,11.54,32.97,93.64,Rice,197.83,16.91,3.094505684271315,61.51
3904,6.98,25.63,27.19,237.96,Corn,68.97,8.46,3.5656799726474984,89.67
3905,6.39,29.33,28.63,217.38,Corn,79.58,11.03,8.547695830495762,55.81
3906,7.18,11.28,20.6,110.7,Corn,128.94,10.38,1.8988378180801184,25.89
3907,6.94,47.1,18.81,271.82,Wheat,65.1,18.99,2.427208323138215,23.13
3908,6.22,46.34,21.88,190.96,Wheat,147.91,12.32,7.320252734792288,97.74
3909,6.41,49.9,16.64,206.33,Soybean,143.13,17.22,9.502767322462638,76.24
3910,7.35,33.71,31.29,163.65,Soybean,97.73,18.79,1.712609177115234,67.94
3911,6.3,20.33,23.83,287.69,Corn,97.6,3.93,1.9118000437255476,20.04
3912,7.47,45.81,16.16,140.36,Wheat,126.75,8.44,5.509651305987548,31.37
3913,5.6,48.27,16.96,212.6,Soybean,198.55,6.9,1.6970104259275092,95.24
3914,5.91,16.08,32.21,142.05,Rice,73.32,15.66,6.616509074035445,74.08
3915,7.03,17.28,27.34,160.28,Rice,170.8,19.24,1.9873696422135645,73.72
3916,6.68,30.77,19.04,99.53,Soybean,198.27,9.1,3.5881920893522743,64.84
3917,6.78,32.22,32.97,121.56,Wheat,189.29,3.23,1.5079128981884344,1.66
3918,6.34,11.62,22.38,231.05,Rice,84.54,6.06,3.2538504174267517,85.57
3919,5.62,15.31,23.34,224.78,Rice,50.88,16.09,8.571265432033256,26.85
3920,5.79,23.37,28.27,170.39,Rice,103.11,18.69,7.746135810448927,17.07
3921,5.76,33.45,27.08,288.14,Rice,140.42,18.32,5.735684562220075,77.94
3922,6.95,42.5,18.14,93.83,Wheat,115.19,12.45,6.879408517609472,71.58
3923,6.38,43.99,28.69,135.45,Corn,72.08,18.28,2.9641850092057824,72.07
3924,7.3,20.48,33.94,92.63,Rice,126.23,9.9,5.750156836751748,47.39
3925,6.53,46.42,23.31,252.81,Wheat,125.14,1.72,1.8169937584741265,78.51
3926,6.65,19.96,18.85,130.65,Corn,95.17,17.55,1.626006752211976,37.63
3927,7.41,26.08,25.11,147.15,Wheat,144.29,10.83,8.59936434848991,49.83
3928,6.45,15.81,15.17,102.15,Soybean,146.54,17.72,2.0334656589516262,47.03
3929,6.1,16.72,25.23,82.67,Soybean,158.14,10.66,2.567535009675723,84.36
3930,6.06,12.22,33.06,76.19,Rice,153.13,2.62,5.945234933869002,74.82
3931,6.86,31.59,25.46,283.53,Soybean,157.57,13.76,6.337442269542566,43.7
3932,5.68,39.03,20.33,59.53,Soybean,66.79,18.31,1.9086574562484075,49.06
3933,5.88,33.8,16.44,186.02,Wheat,57.75,11.52,1.144518690409015,87.27
3934,6.31,27.59,30.06,250.48,Rice,162.43,7.31,2.20779806012403,81.36
3935,5.61,42.68,22.58,117.89,Wheat,65.86,18.79,6.623695234962251,68.12
3936,6.94,18.78,27.87,133.54,Rice,185.55,15.86,4.083305010468823,71.92
3937,7.23,43.93,23.78,289.9,Soybean,91.16,15.31,7.212710062053393,97.74
3938,6.12,33.34,19.53,293.7,Corn,75.97,15.64,1.88937363136098,58.57
3939,7.15,30.1,18.91,199.77,Wheat,66.17,13.32,6.266307052497133,76.43
3940,6.91,25.53,28.68,270.2,Rice,166.25,9.85,2.1397468782879256,64.5
3941,6.46,10.4,30.1,141.47,Corn,52.45,11.98,2.9780984597546363,18.38
3942,5.51,16.13,32.93,160.56,Wheat,76.04,6.31,2.6788842313204158,63.78
3943,6.55,47.34,32.55,264.63,Rice,72.81,5.09,9.651330715056137,76.41
3944,7.19,17.15,33.92,156.84,Wheat,146.76,2.42,4.154682459786702,75.46
3945,5.81,43.86,21.1,182.62,Soybean,153.27,11.01,2.359363463794285,21.18
3946,5.58,25.46,23.93,131.95,Rice,126.82,7.82,3.0882948103096446,69.36
3947,6.61,45.15,18.43,118.87,Wheat,70.3,16.95,2.265140911129394,91.13
3948,6.26,11.64,17.96,121.79,Rice,138.01,16.11,5.475975835358742,29.76
3949,5.65,18.67,25.07,243.28,Soybean,122.33,13.11,1.875574980303866,44.75
3950,7.02,30.12,33.2,254.15,Wheat,181.71,6.9,5.887199092590664,34.0
3951,7.12,14.7,20.64,94.95,Rice,197.74,10.79,5.867855339684844,38.1
3952,6.44,20.01,32.22,279.45,Wheat,173.24,16.98,8.174305931441609,76.6
3953,5.8,49.73,28.63,167.22,Wheat,105.26,4.95,7.490230615596657,27.25
3954,5.61,17.16,25.85,270.86,Soybean,62.99,14.29,8.125505305295068,67.62
3955,5.51,31.64,28.71,204.55,Soybean,196.85,2.95,5.202170272241625,14.65
3956,6.13,28.26,26.5,135.73,Rice,113.82,7.04,2.341633725466107,96.65
3957,7.02,14.24,28.36,172.48,Corn,78.35,2.7,9.570059937588352,64.07
3958,5.72,16.31,30.6,290.06,Corn,52.58,1.31,5.616144822556862,89.57
3959,6.2,49.39,26.21,99.49,Soybean,117.98,6.23,8.37701167651349,35.81
3960,7.01,17.77,22.13,107.64,Wheat,63.97,12.42,6.750705503335987,99.16
3961,7.42,39.94,18.08,100.12,Rice,91.53,2.85,6.948438541040627,63.59
3962,6.73,30.75,30.02,229.9,Wheat,136.01,9.2,7.246154436762625,84.27
3963,6.49,40.82,17.85,164.62,Rice,155.79,4.75,3.498343391561746,44.65
3964,6.46,26.68,27.25,297.05,Corn,84.02,6.07,7.506436588225615,75.55
3965,6.13,31.43,18.7,111.82,Corn,96.27,8.99,6.21109330469362,47.42
3966,7.31,47.56,19.21,56.63,Corn,153.85,1.6,3.607596802321511,47.93
3967,6.41,36.5,18.78,161.59,Corn,157.61,5.15,5.92216905688466,24.15
3968,5.5,48.18,26.04,178.87,Corn,92.3,11.24,6.142806575262192,81.87
3969,6.33,23.49,15.9,173.05,Rice,100.88,5.87,2.33941475270309,44.96
3970,6.8,46.78,28.71,260.56,Wheat,72.58,4.74,2.955724569686111,42.46
3971,6.97,30.9,21.27,181.3,Corn,191.47,2.06,2.839270954962356,24.19
3972,7.02,10.92,33.63,149.92,Wheat,181.71,15.36,6.956118749117672,26.25
3973,6.74,39.13,20.26,129.59,Wheat,84.96,3.5,3.691984460864248,45.62
3974,5.53,38.05,25.4,272.05,Soybean,171.15,6.34,6.423251334024883,11.41
3975,5.88,39.64,32.88,271.87,Wheat,167.54,2.86,4.699320265460532,55.68
3976,7.15,10.25,26.95,89.87,Wheat,56.88,18.7,7.860057778934471,86.43
3977,7.33,27.97,26.98,104.01,Corn,152.45,4.11,6.693762173961465,9.89
3978,7.27,38.02,22.03,110.3,Soybean,111.72,15.7,7.759422123926838,9.29
3979,6.42,44.6,33.89,137.51,Soybean,165.53,13.17,9.686335785140738,79.36
3980,5.9,18.04,33.48,144.81,Soybean,192.64,3.9,3.4667570548570827,27.68
3981,7.35,12.54,25.45,97.27,Rice,60.21,12.85,9.636571588190604,96.49
3982,7.31,48.0,26.1,201.35,Wheat,116.47,11.03,5.321070416272747,13.26
3983,5.66,47.09,27.92,238.85,Wheat,51.95,18.58,2.952108155166038,53.95
3984,5.57,32.13,18.53,99.52,Corn,66.3,3.76,4.975292561422258,1.84
3985,5.94,39.47,27.24,70.98,Rice,171.16,11.53,1.2182947757587037,70.66
3986,5.6,49.68,24.85,177.61,Rice,174.18,19.24,7.214067221168839,22.07
3987,6.99,33.96,28.53,200.58,Rice,74.54,19.4,3.522105397926609,71.6
3988,6.83,29.44,15.07,180.44,Soybean,94.16,16.02,2.9248858065641548,16.55
3989,5.68,32.32,23.08,74.76,Soybean,121.55,15.62,5.68609405196207,82.1
3990,6.85,11.11,34.89,130.94,Soybean,66.92,17.93,6.718597616276417,28.82
3991,5.93,35.83,25.81,72.82,Corn,177.75,18.2,7.697081970666176,81.76
3992,6.28,17.62,26.35,273.75,Rice,113.9,10.25,7.7012951570036385,54.48
3993,5.61,45.69,30.32,152.02,Corn,146.93,10.23,3.696419261391826,25.65
3994,5.91,30.61,31.81,105.87,Soybean,161.93,17.65,2.170781914462989,75.07
3995,6.69,35.45,29.46,139.9,Soybean,122.02,5.37,9.971073891869723,46.46
3996,7.31,38.84,18.91,91.85,Soybean,136.33,9.85,2.3505350798633846,88.15
3997,6.24,13.68,23.53,272.33,Wheat,133.13,5.72,7.1983389113132885,30.97
3998,5.91,46.97,18.71,102.02,Corn,91.04,4.52,6.466452981878479,81.42
3999,6.06,39.68,28.41,71.43,Soybean,149.05,15.79,4.992021687128098,14.07
4000,6.38,45.49,33.12,299.54,Wheat,85.68,4.54,9.535259276079191,10.18
4001,6.06,21.38,22.53,231.04,Rice,189.18,10.46,8.874904315126473,2.86
4002,5.51,14.96,34.05,274.96,Rice,86.33,14.9,2.366578390720929,86.36
4003,6.6,21.12,34.96,84.18,Rice,116.12,15.1,5.113039658089693,17.01
4004,6.55,39.94,34.28,127.58,Rice,156.37,8.91,6.8668244466390735,95.58
4005,6.93,45.55,33.39,261.48,Soybean,95.54,10.17,8.880291547194517,56.19
4006,6.89,30.75,17.88,160.05,Soybean,103.15,7.78,8.303295237415453,98.38
4007,6.05,44.21,28.16,121.82,Wheat,171.62,6.99,5.08929491654769,70.21
4008,7.3,40.84,33.39,186.23,Rice,151.63,6.47,2.924944604559051,20.01
4009,5.63,48.49,27.64,98.89,Corn,55.17,13.23,9.433777809816938,3.87
4010,6.97,48.81,31.13,259.11,Rice,144.2,19.6,6.618265174239082,46.51
4011,7.06,46.5,22.82,279.18,Rice,83.08,12.45,5.568394150300652,63.73
4012,7.1,19.5,28.92,212.62,Rice,98.02,1.66,3.187321085546087,73.77
4013,6.15,45.35,15.46,91.11,Rice,73.24,10.52,9.327590192776432,28.2
4014,6.06,25.66,29.75,282.87,Rice,72.99,8.98,8.356997494594353,93.27
4015,6.64,31.4,23.93,121.27,Corn,155.16,11.83,1.8322059782579296,29.69
4016,6.48,49.1,17.1,228.82,Soybean,81.24,14.2,7.6943465980852785,79.73
4017,6.94,26.93,18.55,93.75,Wheat,145.6,3.85,2.85525507048984,67.86
4018,5.71,41.12,22.31,122.79,Soybean,134.38,14.57,6.048209111996531,27.06
4019,7.16,13.15,26.38,133.2,Soybean,163.94,14.89,5.561914724819125,35.68
4020,7.34,16.85,23.12,64.08,Wheat,94.6,9.28,5.589769763070348,44.6
4021,6.29,12.79,34.24,68.24,Wheat,112.68,15.65,9.437163097192988,25.94
4022,6.41,25.38,25.14,137.22,Soybean,83.36,3.04,2.1989530868575398,55.62
4023,6.65,29.59,31.27,252.18,Rice,109.19,5.45,3.653075689363301,49.58
4024,6.69,13.91,32.53,91.65,Soybean,197.94,13.31,3.8820008263170296,44.71
4025,6.03,30.41,31.98,122.07,Corn,112.73,17.42,3.637906254140564,81.24
4026,5.72,48.92,23.82,192.18,Soybean,183.79,9.52,7.898491866760379,71.41
4027,7.1,24.57,17.44,226.77,Rice,191.7,10.98,1.7012465982708962,61.36
4028,6.55,27.14,20.58,281.0,Corn,118.3,2.02,8.102170422979254,74.2
4029,6.48,48.71,33.05,107.82,Rice,167.68,16.36,3.320802081273393,65.07
4030,7.07,13.07,22.87,226.88,Soybean,132.16,17.46,1.155455355739631,24.61
4031,6.96,25.12,25.12,297.25,Corn,169.94,14.17,3.711537405644017,24.79
4032,5.86,20.86,30.5,59.2,Corn,117.25,5.24,7.872088090054561,35.59
4033,5.75,45.17,16.6,58.94,Rice,195.47,15.61,4.708922345901335,80.08
4034,5.9,10.85,30.98,156.84,Soybean,124.48,12.13,4.005237525100384,45.08
4035,5.64,32.26,22.24,168.42,Soybean,147.38,3.34,5.08214550529969,83.49
4036,6.92,49.16,28.4,269.94,Corn,70.32,15.64,5.134646340532425,62.72
4037,6.69,11.67,32.47,70.4,Rice,113.0,16.3,5.256023856943359,29.1
4038,6.21,32.33,22.0,175.56,Soybean,109.97,10.25,1.259635392708415,42.45
4039,6.63,37.29,32.28,185.34,Wheat,179.85,2.73,2.6676462842144946,69.17
4040,5.65,45.02,32.53,61.55,Corn,142.37,13.97,8.360483008014722,98.3
4041,6.23,31.53,32.46,89.99,Rice,154.91,11.71,3.2430247532047263,9.63
4042,5.94,19.92,27.46,280.13,Rice,113.38,18.5,4.851873170825541,34.58
4043,5.86,42.89,29.51,65.83,Wheat,193.14,1.02,2.894105362965868,32.52
4044,6.74,30.52,33.76,243.41,Rice,175.91,10.19,5.395250690003995,27.13
4045,5.99,43.31,29.16,95.11,Soybean,118.31,5.75,4.805193620665923,75.24
4046,6.8,44.15,15.7,169.41,Rice,185.63,2.58,2.654996371459128,68.91
4047,6.15,15.76,30.9,277.11,Wheat,184.28,7.88,2.763354374810811,44.71
4048,6.1,14.21,22.41,199.16,Soybean,120.67,1.51,5.341623486269334,17.33
4049,6.01,12.74,17.66,124.41,Rice,181.36,9.53,9.565571703821965,57.21
4050,6.62,33.18,20.9,65.09,Wheat,95.26,19.6,4.796737667730323,88.79
4051,5.82,26.7,27.28,52.06,Corn,181.79,14.99,5.693387273709195,91.51
4052,6.0,49.03,29.61,205.06,Rice,95.1,16.51,4.769997652892718,37.36
4053,6.14,23.71,24.34,104.41,Wheat,113.19,11.65,1.2380547291161377,52.77
4054,6.48,11.74,15.8,189.63,Rice,178.76,18.52,1.4293725694754496,33.95
4055,7.47,10.48,24.99,264.6,Corn,61.81,19.9,7.298841904225432,60.32
4056,6.54,24.19,28.8,63.71,Rice,148.91,13.46,8.85301464152293,97.54
4057,6.28,24.26,31.18,168.08,Wheat,90.46,3.71,5.370037531588249,40.08
4058,7.34,11.22,22.87,112.61,Wheat,77.64,8.15,3.02384017685464,82.3
4059,6.81,16.02,18.6,120.95,Wheat,93.44,10.3,4.013547789633131,88.33
4060,7.09,49.58,17.31,132.03,Wheat,51.74,17.82,6.651927034429794,42.46
4061,7.26,41.96,21.12,121.9,Soybean,102.67,13.1,3.237577359485641,22.08
4062,7.41,42.45,15.41,204.32,Soybean,160.26,6.11,2.377881634011543,1.62
4063,5.9,18.12,29.28,196.38,Rice,101.11,15.37,9.164330811675988,86.2
4064,6.1,11.04,18.68,85.35,Rice,166.98,18.28,8.846362516200802,22.09
4065,6.6,27.88,24.02,59.28,Wheat,96.91,18.62,6.477912324498659,91.9
4066,5.63,26.12,21.75,241.68,Corn,144.79,11.69,2.566292946653948,87.79
4067,7.19,35.8,17.36,246.94,Rice,134.65,9.28,3.9183335895909512,53.25
4068,6.49,36.4,27.72,71.0,Wheat,168.99,16.14,8.474194657121929,27.72
4069,6.9,10.99,20.82,262.05,Corn,149.82,14.1,5.600671360031816,39.63
4070,7.18,10.59,19.51,170.47,Wheat,92.79,15.77,5.640186863183466,76.16
4071,6.19,25.55,33.16,258.11,Corn,68.92,16.55,9.506773022690954,51.67
4072,5.62,32.5,18.59,218.53,Rice,144.76,11.78,5.913091634399747,23.38
4073,6.17,43.71,21.51,147.72,Rice,79.71,3.66,1.6985440285573556,43.04
4074,7.4,48.02,30.88,199.38,Wheat,55.6,8.96,2.4479758471851767,16.46
4075,5.75,41.13,15.44,209.33,Corn,145.14,5.68,2.0660488374444697,88.43
4076,6.91,34.48,26.74,153.09,Wheat,158.03,16.1,8.46491188013526,91.05
4077,5.58,44.8,32.38,60.06,Rice,60.01,11.16,9.4373228995641,48.21
4078,6.02,36.4,29.34,172.77,Corn,169.01,7.42,2.0339810190115903,0.83
4079,6.17,24.08,33.69,67.33,Rice,128.45,7.43,5.029505441199614,34.07
4080,5.71,14.85,28.47,148.4,Corn,98.77,11.81,6.01506428152415,62.46
4081,5.53,20.61,24.21,78.83,Soybean,126.19,10.25,5.1342203600152265,63.11
4082,6.29,36.59,31.51,203.79,Rice,146.38,15.61,7.83921326336058,30.82
4083,6.99,22.06,17.87,280.22,Soybean,65.28,16.67,4.643520144993569,69.3
4084,6.09,40.54,18.84,126.12,Wheat,66.06,10.32,4.688286762551372,29.63
4085,7.46,22.02,18.13,96.45,Corn,82.1,2.88,3.1649294426083703,93.79
4086,5.94,15.69,25.97,148.97,Rice,84.55,5.62,2.736385836754932,21.27
4087,5.79,44.99,16.05,151.58,Wheat,77.36,9.56,9.765905816110894,17.96
4088,6.16,19.92,25.66,82.87,Wheat,146.44,6.07,2.124412655489037,72.24
4089,5.88,14.48,16.51,221.12,Wheat,117.22,1.75,6.566386158904392,44.69
4090,6.75,48.21,29.87,280.92,Rice,107.23,16.19,6.725053966609648,49.25
4091,7.4,41.62,15.02,263.2,Soybean,113.98,18.08,4.508743546235109,27.33
4092,6.0,37.09,25.16,51.24,Wheat,137.96,17.75,4.398183883112223,18.91
4093,5.87,31.73,25.62,74.73,Rice,55.25,6.75,4.303913063853691,4.99
4094,6.24,19.78,16.81,95.81,Rice,93.03,8.94,5.312021668551095,42.94
4095,7.34,10.21,21.89,252.74,Soybean,77.34,11.69,7.760668361680125,14.95
4096,6.73,35.84,31.34,271.4,Rice,185.66,18.2,1.6778313282093498,84.44
4097,5.82,20.47,26.9,85.56,Wheat,190.79,7.94,1.980063154207765,2.73
4098,6.35,32.08,23.54,182.39,Soybean,154.94,8.83,3.0278110942418723,31.06
4099,5.58,16.05,31.12,146.3,Corn,77.45,6.77,4.772953637582096,29.46
4100,6.34,27.87,18.99,124.89,Rice,181.0,16.11,2.933464430522946,63.8
4101,7.13,45.22,24.96,290.25,Rice,191.88,17.26,8.38523985098863,38.14
4102,5.64,28.63,32.19,178.72,Corn,73.1,6.88,6.425728790055288,8.49
4103,5.86,17.41,29.81,146.35,Wheat,51.65,2.3,6.313630027231074,65.29
4104,6.73,24.45,34.46,122.8,Wheat,94.78,13.82,1.4185586249533886,28.85
4105,6.26,33.61,15.89,123.68,Soybean,136.36,12.57,2.565345047545116,31.02
4106,6.14,16.29,32.12,118.64,Wheat,147.19,10.22,5.311751638554829,49.53
4107,6.37,18.5,15.06,149.04,Soybean,148.96,2.57,5.713549041550401,56.56
4108,6.93,27.25,34.52,78.81,Corn,127.04,16.78,7.82603637931827,97.21
4109,6.65,23.13,32.47,144.02,Wheat,130.0,2.87,3.2175273019240573,47.89
4110,6.16,23.08,30.89,137.24,Rice,53.7,17.69,6.691467915269939,46.84
4111,5.97,13.14,22.97,82.26,Wheat,81.73,9.69,9.012527713112789,64.51
4112,7.47,36.11,19.51,50.66,Corn,50.93,16.6,7.415510474381605,8.88
4113,5.72,14.88,24.06,265.46,Rice,153.79,7.52,4.115786731974426,7.76
4114,5.9,22.62,22.67,288.42,Wheat,114.76,8.91,2.059708035147702,30.44
4115,5.87,32.58,31.96,172.84,Soybean,61.26,4.91,6.264487546126187,74.46
4116,5.78,46.81,19.41,251.61,Wheat,190.64,15.17,4.837331844987009,1.84
4117,7.03,25.47,25.3,221.62,Rice,73.54,6.15,1.8038670056013104,4.51
4118,6.3,37.62,15.26,140.0,Rice,107.45,13.65,2.339264642156873,75.05
4119,7.28,44.73,20.9,226.54,Wheat,116.25,3.84,2.944778965113056,87.76
4120,5.53,40.04,26.97,142.23,Wheat,70.36,7.77,1.7714783193844164,76.71
4121,7.16,46.76,34.12,125.33,Soybean,195.98,9.76,9.896827784480209,20.52
4122,7.31,11.66,18.56,185.99,Soybean,142.45,9.19,5.112978901059627,32.17
4123,7.14,46.56,24.41,71.71,Rice,65.27,3.19,5.357981018502358,18.46
4124,6.33,28.93,26.82,172.85,Soybean,191.61,1.74,3.11402904878542,8.39
4125,5.83,27.06,23.02,146.12,Wheat,183.27,5.5,4.413854586309428,55.33
4126,5.59,31.35,33.24,267.47,Wheat,136.87,19.67,6.05271348292703,78.26
4127,5.96,25.77,15.85,284.03,Rice,184.23,8.53,3.9471947827132414,49.92
4128,7.38,20.03,30.4,109.92,Soybean,59.62,12.88,1.094468129682062,47.76
4129,5.54,45.3,19.18,87.16,Corn,138.37,6.9,3.9963864899890007,50.65
4130,6.86,30.95,28.41,85.06,Wheat,81.84,11.29,7.366994438361067,92.91
4131,5.99,43.73,19.76,56.83,Soybean,68.77,11.49,2.23319422813465,65.32
4132,6.66,13.14,15.06,146.74,Corn,81.52,1.27,1.7758654338263098,63.12
4133,6.44,40.45,24.13,270.5,Wheat,67.24,15.17,3.476302924323392,16.04
4134,6.5,43.16,34.51,268.59,Soybean,168.42,2.24,8.764911289441716,55.6
4135,6.13,35.63,33.93,222.18,Rice,135.95,15.03,1.5614687695774925,53.46
4136,6.21,31.48,20.27,285.38,Rice,60.91,2.68,9.028673008669646,93.11
4137,6.0,13.42,26.5,119.7,Wheat,198.36,4.41,2.797490036386199,65.58
4138,7.26,14.09,34.96,55.09,Wheat,165.61,12.88,8.138241004644884,51.62
4139,6.81,20.15,28.96,138.87,Wheat,129.15,12.19,3.65445186618266,50.69
4140,6.87,16.63,34.37,292.16,Soybean,177.0,4.72,4.6664004111152,61.73
4141,6.84,33.77,31.95,293.8,Corn,144.8,4.27,3.389027408530429,68.77
4142,7.48,37.42,25.47,195.24,Corn,195.05,10.59,2.722760648658351,89.25
4143,7.28,43.3,29.93,118.64,Corn,123.82,4.41,7.208975803590658,25.01
4144,7.5,37.24,30.11,78.21,Corn,110.4,17.76,6.035562206295731,41.52
4145,6.59,35.5,31.34,119.32,Wheat,84.92,17.25,7.104175215877101,10.83
4146,5.66,40.61,27.34,277.75,Corn,195.68,17.7,5.766292005336352,68.59
4147,6.23,16.83,18.0,229.5,Rice,64.69,11.18,8.055784280167217,39.76
4148,5.61,35.3,19.38,138.79,Wheat,69.78,18.52,9.386856211231828,47.72
4149,7.46,36.36,31.79,264.42,Wheat,119.36,12.76,9.9314074515009,90.47
4150,6.27,41.24,29.21,113.21,Wheat,155.02,8.12,9.938146099484117,54.22
